"Source","SourceLabels","Relation","Target","TargetLabels"
"气急","Symptom","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","气促","SymptomAndSign"
"气促","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","肺炎","Disease"
"肺炎","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","吐白沫等","SymptomAndSign"
"吐白沫等","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","电解质紊乱","Disease"
"电解质紊乱","Disease","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","唾液增多","SymptomAndSign"
"唾液增多","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"先天性食管闭锁","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","先天性食管闭锁","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","黄疸","Disease"
"黄疸","Disease","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","脾大","Disease"
"脾大","Disease","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","呕血","Symptom"
"呕血","Symptom","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","腹水","Disease"
"腹水","Disease","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","肝功能异常","Disease"
"肝功能异常","Disease","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","蛋白电泳示γ球蛋白明显增加","SymptomAndSign"
"蛋白电泳示γ球蛋白明显增加","SymptomAndSign","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","腹壁静脉曲张","SymptomAndSign"
"腹壁静脉曲张","SymptomAndSign","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"食管胃底静脉曲张破裂出血","Disease","symptomAndSign","蜘蛛痣","Disease"
"蜘蛛痣","Disease","symptomAndSign","食管胃底静脉曲张破裂出血","Disease"
"胃损伤","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","胃损伤","Disease"
"食管破裂","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","声音嘶哑","Symptom"
"声音嘶哑","Symptom","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","外伤","SymptomAndSign"
"外伤","SymptomAndSign","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","并有发热","SymptomAndSign"
"并有发热","SymptomAndSign","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","气促","SymptomAndSign"
"气促","SymptomAndSign","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","突发性胸痛或上腹部疼痛","SymptomAndSign"
"突发性胸痛或上腹部疼痛","SymptomAndSign","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","发热","Disease"
"发热","Disease","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","胸痛","Disease"
"胸痛","Disease","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","气促及呼吸困难等","SymptomAndSign"
"气促及呼吸困难等","SymptomAndSign","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","且向肩背部放射","SymptomAndSign"
"且向肩背部放射","SymptomAndSign","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","发绀","SymptomAndSign"
"发绀","SymptomAndSign","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","气胸","Disease"
"气胸","Disease","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","腹膜炎","Disease"
"腹膜炎","Disease","symptomAndSign","食管破裂","Disease"
"食管损伤","Disease","symptomAndSign","上腹部肌紧张","SymptomAndSign"
"上腹部肌紧张","SymptomAndSign","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","气胸","Disease"
"气胸","Disease","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","食管破裂","Disease"
"食管破裂","Disease","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","紧张","Symptom"
"紧张","Symptom","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","压痛","Symptom"
"压痛","Symptom","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","感染","Disease"
"感染","Disease","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","穿孔","SymptomAndSign"
"穿孔","SymptomAndSign","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","腹痛","Disease"
"腹痛","Disease","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","腹膜炎","Disease"
"腹膜炎","Disease","symptomAndSign","食管损伤","Disease"
"食管损伤","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","食管损伤","Disease"
"原发性硬化性胆管炎","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","原发性硬化性胆管炎","Disease"
"门静脉高压症","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","门静脉高压症","Disease"
"萎缩性舌炎","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","萎缩性舌炎","Disease"
"曲霉病","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","曲霉病","Disease"
"食管源性胸痛","Disease","symptomAndSign","呕吐","Disease"
"呕吐","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","上腹部灼烧感","SymptomAndSign"
"上腹部灼烧感","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","反流","SymptomAndSign"
"反流","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","烧心","Symptom"
"烧心","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","痉挛","SymptomAndSign"
"痉挛","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","呼吸困难","Symptom"
"呼吸困难","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","休克","Disease"
"休克","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","心绞痛","Disease"
"心绞痛","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","反流食管炎","Disease"
"反流食管炎","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","胸痛","Disease"
"胸痛","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","食管症候群","SymptomAndSign"
"食管症候群","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","哮喘","Disease"
"哮喘","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","窒息","Disease"
"窒息","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","刺激","SymptomAndSign"
"刺激","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","咳痰","Symptom"
"咳痰","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","气喘","Symptom"
"气喘","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","咽痛","Symptom"
"咽痛","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","脉搏加快","SymptomAndSign"
"脉搏加快","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","吞咽困难或吞咽痛等","SymptomAndSign"
"吞咽困难或吞咽痛等","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","反酸","Symptom"
"反酸","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","咳嗽","Symptom"
"咳嗽","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","食管外症候群","SymptomAndSign"
"食管外症候群","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","腹痛","Disease"
"腹痛","Disease","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"食管源性胸痛","Disease","symptomAndSign","脉搏","SymptomAndSign"
"脉搏","SymptomAndSign","symptomAndSign","食管源性胸痛","Disease"
"肝硬化","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","肝硬化","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","糜烂","SymptomAndSign"
"糜烂","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","体重下降","SymptomAndSign"
"体重下降","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管腺癌","SymptomAndSign"
"食管腺癌","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管癌肉瘤","SymptomAndSign"
"食管癌肉瘤","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管肉瘤发生于间叶组织的肿瘤","SymptomAndSign"
"食管肉瘤发生于间叶组织的肿瘤","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","体重减轻","Symptom"
"体重减轻","Symptom","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","粗糙","SymptomAndSign"
"粗糙","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","疼痛","Disease"
"疼痛","Disease","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","乳腺","SymptomAndSign"
"乳腺","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","结节","Symptom"
"结节","Symptom","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","肿瘤","Disease"
"肿瘤","Disease","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管恶性神经鞘瘤","SymptomAndSign"
"食管恶性神经鞘瘤","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","溃疡病","Disease"
"溃疡病","Disease","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管恶性黑色素瘤","SymptomAndSign"
"食管恶性黑色素瘤","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","吞咽困难和疼痛","SymptomAndSign"
"吞咽困难和疼痛","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","黏液表皮样癌","Disease"
"黏液表皮样癌","Disease","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","腺样囊性癌","Disease"
"腺样囊性癌","Disease","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管淋巴肉瘤","SymptomAndSign"
"食管淋巴肉瘤","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管原发性恶性淋巴瘤","SymptomAndSign"
"食管原发性恶性淋巴瘤","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"少见食管恶性肿瘤","Disease","symptomAndSign","食管小细胞癌（燕麦细胞瘤）","SymptomAndSign"
"食管小细胞癌（燕麦细胞瘤）","SymptomAndSign","symptomAndSign","少见食管恶性肿瘤","Disease"
"食管梅毒","Disease","symptomAndSign","体重下降","SymptomAndSign"
"体重下降","SymptomAndSign","symptomAndSign","食管梅毒","Disease"
"食管梅毒","Disease","symptomAndSign","食管炎","Disease"
"食管炎","Disease","symptomAndSign","食管梅毒","Disease"
"食管梅毒","Disease","symptomAndSign","吞咽困难","Symptom"
"吞咽困难","Symptom","symptomAndSign","食管梅毒","Disease"
"食管梅毒","Disease","symptomAndSign","贫血","Disease"
"贫血","Disease","symptomAndSign","食管梅毒","Disease"
"食管梅毒","Disease","symptomAndSign","气管","SymptomAndSign"
"气管","SymptomAndSign","symptomAndSign","食管梅毒","Disease"
"食管梅毒","Disease","symptomAndSign","食管","SymptomAndSign"
"食管","SymptomAndSign","symptomAndSign","食管梅毒","Disease"
"食管梅毒","Disease","symptomAndSign","脱水","Disease"
